symbol,timestamp,price,volume,market_cap,extracted_at
ADA,2025-07-08 20:00:00,0.5882961516358525,487674618.9568239,21259747612.82569,2025-07-22 10:49:51.884374
BTC,2025-07-08 20:00:00,108953.19187727802,20488865138.27645,2167049398056.7417,2025-07-22 10:49:49.368858
ETH,2025-07-08 20:00:00,2615.7759888945047,14750377128.581295,315738597830.34283,2025-07-22 10:49:50.645551
ADA,2025-07-09 20:00:00,0.6236218758822067,921412284.2952383,22540516235.56783,2025-07-22 10:49:51.884377
BTC,2025-07-09 20:00:00,111327.53054245669,37078460440.66385,2215210888568.426,2025-07-22 10:49:49.368860
ETH,2025-07-09 20:00:00,2772.5795626609174,26626246774.244656,335050165487.70404,2025-07-22 10:49:50.645554
ADA,2025-07-10 20:00:00,0.6771328310749256,1062017291.4508075,24444263244.468845,2025-07-22 10:49:51.884379
BTC,2025-07-10 20:00:00,115879.65030112496,56204086624.04028,2303292356999.7437,2025-07-22 10:49:49.368863
ETH,2025-07-10 20:00:00,2948.4462027029053,39308824585.23128,355346738000.49475,2025-07-22 10:49:50.645556
ADA,2025-07-11 20:00:00,0.7108207334882014,2545650162.8728247,25672405503.037613,2025-07-22 10:49:51.884382
BTC,2025-07-11 20:00:00,117571.02510036016,64185145923.88688,2338612196961.7437,2025-07-22 10:49:49.368865
ETH,2025-07-11 20:00:00,2958.8514450990992,42455550664.554665,357144054434.9151,2025-07-22 10:49:50.645559
ADA,2025-07-12 20:00:00,0.7087303921384289,1194202622.657187,25613724704.18816,2025-07-22 10:49:51.884385
BTC,2025-07-12 20:00:00,117418.95745007684,24351256098.393543,2335485977830.673,2025-07-22 10:49:49.368876
ETH,2025-07-12 20:00:00,2942.9616055388096,17472135946.60354,355216449018.5163,2025-07-22 10:49:50.645562
ADA,2025-07-13 20:00:00,0.7378983923650405,1350750371.5082395,26660181602.59593,2025-07-22 10:49:51.884387
BTC,2025-07-13 20:00:00,119117.55666327637,27310851454.97692,2369050366835.5605,2025-07-22 10:49:49.368878
ETH,2025-07-13 20:00:00,2974.2654952333387,18605172049.087772,359110100026.3572,2025-07-22 10:49:50.645565
ADA,2025-07-14 20:00:00,0.733985780563862,1572853324.2413535,26532072959.49291,2025-07-22 10:49:51.884390
BTC,2025-07-14 20:00:00,119833.67446712355,68915956378.80447,2383825813673.847,2025-07-22 10:49:49.368881
ETH,2025-07-14 20:00:00,3012.1797069059276,41336421998.04408,363606274489.50854,2025-07-22 10:49:50.645568
ADA,2025-07-15 20:00:00,0.747277634667093,1354949575.963603,27037380803.49243,2025-07-22 10:49:51.884392
BTC,2025-07-15 20:00:00,117678.19493404306,80299520980.2335,2341223394839.9204,2025-07-22 10:49:49.368883
ETH,2025-07-15 20:00:00,3133.069857747011,43416230283.76601,378233206915.81635,2025-07-22 10:49:50.645571
ADA,2025-07-16 20:00:00,0.7641507655300265,1385025802.8377533,27624992915.283783,2025-07-22 10:49:51.884395
BTC,2025-07-16 20:00:00,118748.1627367753,50374263848.76278,2363194640209.576,2025-07-22 10:49:49.368886
ETH,2025-07-16 20:00:00,3368.126521526108,54882159731.0286,406599729410.5382,2025-07-22 10:49:50.645573
ADA,2025-07-17 20:00:00,0.8253351061679741,2320405580.9458838,29850896753.24459,2025-07-22 10:49:51.884397
BTC,2025-07-17 20:00:00,119445.36520434043,49282617205.72662,2376237382764.3013,2025-07-22 10:49:49.368888
ETH,2025-07-17 20:00:00,3481.8828152374017,45678965280.66659,420347293649.25085,2025-07-22 10:49:50.645576
ADA,2025-07-18 20:00:00,0.8161741510181671,2744061820.5816364,29502558305.99875,2025-07-22 10:49:51.884400
BTC,2025-07-18 20:00:00,117988.94664455787,58896449260.69391,2347165317624.536,2025-07-22 10:49:49.368891
ETH,2025-07-18 20:00:00,3547.317079001209,72535524453.98022,427841866746.5711,2025-07-22 10:49:50.645579
ADA,2025-07-19 20:00:00,0.8304330576753646,924051674.3749669,30024974055.989353,2025-07-22 10:49:51.884403
BTC,2025-07-19 20:00:00,117901.62655900871,23934511126.349533,2345398337785.541,2025-07-22 10:49:49.368894
ETH,2025-07-19 20:00:00,3594.3185010809702,27017909119.384834,433877664505.94135,2025-07-22 10:49:50.645582
ADA,2025-07-20 20:00:00,0.8583354631312871,1647913109.454905,31047712267.721386,2025-07-22 10:49:51.884407
BTC,2025-07-20 20:00:00,117256.9208222684,36702153882.06748,2333757287859.664,2025-07-22 10:49:49.368898
ETH,2025-07-20 20:00:00,3758.605581813957,55175056732.09093,453825859015.21515,2025-07-22 10:49:50.645584
ADA,2025-07-21 20:00:00,0.8904182879941529,2186221398.6047134,32190550774.2419,2025-07-22 10:49:51.884409
BTC,2025-07-21 20:00:00,117482.46977767294,46344384345.39471,2337365497467.1313,2025-07-22 10:49:49.368901
ETH,2025-07-21 20:00:00,3765.453624023574,47245582310.60992,454513156113.6638,2025-07-22 10:49:50.645587
ETH,2025-07-22 10:49:17,3676.151163428648,51943557304.99663,443787468769.44995,2025-07-22 10:49:50.645589
ADA,2025-07-22 10:49:43,0.8705168782461395,2033485295.0181847,31467516187.768097,2025-07-22 10:49:51.884412
BTC,2025-07-22 10:49:43,118723.21158594715,58062150721.52698,2362423134647.905,2025-07-22 10:49:49.368903
